# Z = 79, A = 197 amu, m = 206.768 au
Line	DeltaE (eV)	W_12 (s^-1)
Q10-T8	183193		8.55308e+12
Q10-T9	183490		1.39535e+11
Q10-T12	183687		5.83888e+14
Q10-U8	213874		5.2757e+12
Q10-U9	214097		8.72413e+10
Q10-U12	214245		3.61511e+14
Q10-V8	237202		3.51434e+12
Q10-V9	237374		5.814e+10
Q10-V12	237488		2.41682e+14
Q10-W8	255352		2.47693e+12
Q10-W9	255487		4.0688e+10
Q10-W12	255576		1.70839e+14
Q10-X8	269749		1.82247e+12
Q10-X9	269857		2.97066e+10
Q10-X12	269929		1.25935e+14
Q10-Y8	281360		1.38655e+12
Q10-Y9	281448		2.24681e+10
Q10-Y12	281507		9.59081e+13
Q10-Z8	290861		1.08332e+12
Q10-Z9	290934		1.74882e+10
Q10-Z12	290982		7.49661e+13
Q10-[8	298733		8.64897e+11
Q10-[9	298794		1.39326e+10
Q10-[12	298834		5.98572e+13
Q10-\8	305329		7.02995e+11
Q10-\9	305380		1.13136e+10
Q10-\12	305413		4.86486e+13
Q10-]8	310909		5.80096e+11
Q10-]9	310952		9.33388e+09
Q10-]12	310981		4.01372e+13
Q10-^8	315673		4.8491e+11
Q10-^9	315710		7.80451e+09
Q10-^12	315734		3.35444e+13
Q11-Q13	407.593		1.77909e+08
Q11-R9	83729.3		3.27344e+13
Q11-R12	84113.6		3.4146e+13
Q11-R13	84386.9		2.26248e+15
Q11-S9	141551		1.48429e+13
Q11-S12	141821		1.58675e+13
Q11-S13	142013		1.06399e+15
Q11-T9	182917		8.09988e+12
Q11-T12	183114		8.72073e+12
Q11-T13	183254		5.88147e+14
Q11-U9	213524		4.97421e+12
Q11-U12	213672		5.35931e+12
Q11-U13	213777		3.63981e+14
Q11-V9	236801		3.30944e+12
Q11-V12	236915		3.57199e+12
Q11-V13	236996		2.43169e+14
Q11-W9	254914		2.33388e+12
Q11-W12	255003		2.52075e+12
Q11-W13	255067		1.71788e+14
Q11-X9	269284		1.71868e+12
Q11-X12	269356		1.85532e+12
Q11-X13	269407		1.26583e+14
Q11-Y9	280875		1.30834e+12
Q11-Y12	280933		1.4107e+12
Q11-Y13	280975		9.63761e+13
Q11-Z9	290360		1.02247e+12
Q11-Z12	290409		1.10095e+12
Q11-Z13	290443		7.53199e+13
Q11-[9	298220		8.16304e+11
Q11-[12	298261		8.77801e+11
Q11-[13	298289		6.01333e+13
Q11-\9	304806		6.63381e+11
Q11-\12	304840		7.12511e+11
Q11-\13	304864		4.88692e+13
Q11-]9	310379		5.47261e+11
Q11-]12	310408		5.87187e+11
Q11-]13	310428		4.0316e+13
Q11-^9	315137		4.57322e+11
Q11-^12	315161		4.90252e+11
Q11-^13	315179		3.36909e+13
Q12-R10	83729.3		1.03762e+13
Q12-R11	84113.6		1.23961e+11
Q12-R14	84386.9		2.97798e+15
Q12-S10	141551		3.858e+12
Q12-S11	141821		4.60145e+10
Q12-S14	142013		8.30794e+14
Q12-T10	182917		1.86119e+12
Q12-T11	183114		2.19678e+10
Q12-T14	183254		3.55768e+14
Q12-U10	213524		1.05616e+12
Q12-U11	213672		1.26236e+10
Q12-U14	213777		1.88614e+14
Q12-V10	236801		6.63285e+11
Q12-V11	236915		7.90226e+09
Q12-V14	236996		1.13675e+14
Q12-W10	254914		4.47703e+11
Q12-W11	255003		5.28505e+09
Q12-W14	255067		7.46295e+13
Q12-X10	269284		3.18754e+11
Q12-X11	269356		3.73353e+09
Q12-X14	269407		5.20668e+13
Q12-Y10	280875		2.36346e+11
Q12-Y11	280933		2.75519e+09
Q12-Y14	280975		3.80083e+13
Q12-Z10	290360		1.80891e+11
Q12-Z11	290409		2.10416e+09
Q12-Z14	290443		2.87335e+13
Q12-[10	298220		1.42011e+11
Q12-[11	298261		1.65118e+09
Q12-[14	298289		2.23345e+13
Q12-\10	304806		1.13832e+11
Q12-\11	304840		1.32435e+09
Q12-\14	304864		1.77579e+13
Q12-]10	310379		9.28431e+10
Q12-]11	310408		1.08148e+09
Q12-]14	310428		1.43866e+13
Q12-^10	315137		7.68467e+10
Q12-^11	315161		8.96578e+08
Q12-^14	315179		1.1841e+13
Q13-R11	83706		1.0009e+13
Q13-R14	83979.3		3.27071e+13
Q13-R15	84183.7		3.00043e+15
Q13-S11	141414		3.71603e+12
Q13-S14	141606		9.00561e+12
Q13-S15	141749		8.35418e+14
Q13-T11	182707		1.79265e+12
Q13-T14	182847		3.8286e+12
Q13-T15	182951		3.5739e+14
Q13-U11	213264		1.01351e+12
Q13-U14	213369		2.01699e+12
Q13-U15	213448		1.89398e+14
Q13-V11	236507		6.36118e+11
Q13-V14	236588		1.21216e+12
Q13-V15	236649		1.14087e+14
Q13-W11	254596		4.29668e+11
Q13-W14	254659		7.9418e+11
Q13-W15	254707		7.48705e+13
Q13-X11	268948		3.06113e+11
Q13-X14	268999		5.52978e+11
Q13-X15	269037		5.22224e+13
Q13-Y11	280526		2.27031e+11
Q13-Y14	280567		4.029e+11
Q13-Y15	280598		3.81166e+13
Q13-Z11	290001		1.73746e+11
Q13-Z14	290035		3.04058e+11
Q13-Z15	290061		2.8813e+13
Q13-[11	297853		1.36361e+11
Q13-[14	297881		2.3599e+11
Q13-[15	297903		2.2395e+13
Q13-\11	304432		1.0926e+11
Q13-\14	304456		1.87393e+11
Q13-\15	304474		1.78051e+13
Q13-]11	310000		8.90748e+10
Q13-]14	310021		1.51652e+11
Q13-]15	310036		1.44239e+13
Q13-^11	314753		7.36958e+10
Q13-^14	314771		1.24703e+11
Q13-^15	314784		1.18708e+13
R1-R3	7010.85		3.89874e+12
R1-S2	60997.4		2.07784e+14
R1-S3	65901.8		1.0624e+14
R1-T2	104387		1.53927e+14
R1-T3	107951		8.94981e+13
R1-U2	136344		1.14692e+14
R1-U3	139014		6.99154e+13
R1-V2	160556		8.72396e+13
R1-V3	162608		5.5109e+13
R1-W2	179337		6.78e+13
R1-W3	180947		4.37782e+13
R1-X2	194197		5.38016e+13
R1-X3	195484		3.51961e+13
R1-Y2	206155		4.34575e+13
R1-Y3	207200		2.86743e+13
R1-Z2	215921		3.56265e+13
R1-Z3	216780		2.36585e+13
R1-[2	223999		2.95772e+13
R1-[3	224715		1.97451e+13
R1-\2	230757		2.48258e+13
R1-\3	231359		1.66485e+13
R1-]2	236467		-nan
R1-]3	236979		1.41665e+13
R1-^2	241336		-nan
R1-^3	241774		-nan
R2-R4	7010.85		3.78957e+12
R2-S1	60997.4		1.0831e+14
R2-S4	65901.8		1.60245e+14
R2-T1	104387		7.51179e+13
R2-T4	107951		1.37738e+14
R2-U1	136344		5.33439e+13
R2-U4	139014		1.09291e+14
R2-V1	160556		3.97657e+13
R2-V4	162608		8.64537e+13
R2-W1	179337		3.03737e+13
R2-W4	180947		6.89179e+13
R2-X1	194197		2.37076e+13
R2-X4	195484		5.56358e+13
R2-Y1	206155		1.88786e+13
R2-Y4	207200		4.54993e+13
R2-Z1	215921		1.52999e+13
R2-Z4	216780		3.7656e+13
R2-[1	223999		1.25881e+13
R2-[4	224715		3.15006e+13
R2-\1	230757		1.0492e+13
R2-\4	231359		2.66062e+13
R2-]1	236467		-nan
R2-]4	236979		2.26682e+13
R2-^1	241336		-nan
R2-^4	241774		-nan
R3-R5	2023.42		1.11887e+11
R3-S1	53986.5		3.49655e+14
R3-S4	58890.9		5.2294e+13
R3-S5	60310.2		2.74263e+14
R3-T1	97376.6		2.26706e+14
R3-T4	100940		3.92211e+13
R3-T5	101973		2.13962e+14
R3-U1	129333		1.58636e+14
R3-U4	132003		2.94693e+13
R3-U5	132779		1.62576e+14
R3-V1	153545		1.16379e+14
R3-V4	155597		2.24514e+13
R3-V5	156194		1.25969e+14
R3-W1	172326		8.82249e+13
R3-W4	173936		1.74917e+13
R3-W5	174405		9.89982e+13
R3-X1	187186		6.874e+13
R3-X4	188473		1.39215e+13
R3-X5	188848		7.90416e+13
R3-Y1	199144		5.47555e+13
R3-Y4	200189		1.12741e+13
R3-Y5	200494		6.40883e+13
R3-Z1	208910		4.44033e+13
R3-Z4	209770		9.26064e+12
R3-Z5	210021		5.26905e+13
R3-[1	216988		3.65462e+13
R3-[4	217704		7.69906e+12
R3-[5	217913		4.38524e+13
R3-\1	223746		3.0461e+13
R3-\4	224348		6.46873e+12
R3-\5	224525		3.68912e+13
R3-]1	229457		-nan
R3-]4	229968		5.48636e+12
R3-]5	230118		3.13318e+13
R3-^1	234325		-nan
R3-^4	234763		-nan
R3-^5	234892		2.68371e+13
R4-R6	2023.42		1.03148e+11
R4-S2	53986.5		2.60697e+14
R4-S3	58890.9		1.42273e+13
R4-S6	60310.2		3.71699e+14
R4-T2	97376.6		1.62759e+14
R4-T3	100940		9.37812e+12
R4-T6	101973		2.88163e+14
R4-U2	129333		1.10733e+14
R4-U3	132003		6.42063e+12
R4-U6	132779		2.17944e+14
R4-V2	153545		8.00937e+13
R4-V3	155597		4.70493e+12
R4-V6	156194		1.67357e+14
R4-W2	172326		5.9979e+13
R4-W3	173936		3.54172e+12
R4-W6	174405		1.30765e+14
R4-X2	187186		4.62196e+13
R4-X3	188473		2.7278e+12
R4-X6	188848		1.04043e+14
R4-Y2	199144		3.64803e+13
R4-Y3	200189		2.148e+12
R4-Y6	200494		8.41449e+13
R4-Z2	208910		2.93683e+13
R4-Z3	209770		1.72543e+12
R4-Z6	210021		6.90263e+13
R4-[2	216988		2.40342e+13
R4-[3	217704		1.40991e+12
R4-[6	217913		5.73289e+13
R4-\2	223746		1.99428e+13
R4-\3	224348		1.16894e+12
R4-\6	224525		4.81347e+13
R4-]2	229457		-nan
R4-]3	229968		9.81224e+11
R4-]6	230118		4.08073e+13
R4-^2	234325		-nan
R4-^3	234763		-nan
R4-^6	234892		3.48957e+13
R5-R7	980.181		1.26017e+10
R5-S3	56867.5		1.56121e+14
R5-S6	58286.8		2.89998e+13
R5-S7	58974.9		4.13991e+14
R5-T3	98916.6		1.01057e+14
R5-T6	99950		2.15451e+13
R5-T7	100451		3.14589e+14
R5-U3	129980		6.96342e+13
R5-U6	130755		1.60522e+13
R5-U7	131132		2.35443e+14
R5-V3	153573		5.03745e+13
R5-V6	154170		1.21211e+13
R5-V7	154460		1.8025e+14
R5-W3	171913		3.77549e+13
R5-W6	172382		9.38975e+12
R5-W7	172610		1.40416e+14
R5-X3	186449		2.91545e+13
R5-X6	186825		7.44304e+12
R5-X7	187007		1.1138e+14
R5-Y3	198165		2.30618e+13
R5-Y6	198470		6.00696e+12
R5-Y7	198619		8.98503e+13
R5-Z3	207746		1.85989e+13
R5-Z6	207997		4.9189e+12
R5-Z7	208119		7.35665e+13
R5-[3	215680		1.52402e+13
R5-[6	215890		4.07798e+12
R5-[7	215991		6.10166e+13
R5-\3	222325		1.26567e+13
R5-\6	222501		3.41774e+12
R5-\7	222587		5.11818e+13
R5-]2	227433		-nan
R5-]3	227945		1.06332e+13
R5-]6	228094		2.89233e+12
R5-]7	228167		4.33611e+13
R5-^2	232302		-nan
R5-^3	232740		-nan
R5-^6	232868		2.46918e+12
R5-^7	232931		3.70614e+13
R6-R8	980.181		1.10267e+10
R6-S4	56867.5		1.06576e+14
R6-S5	58286.8		3.99251e+12
R6-S8	58974.9		5.46642e+14
R6-T4	98916.6		6.47364e+13
R6-T5	99950		2.45777e+12
R6-T8	100451		4.01063e+14
R6-U4	129980		4.26525e+13
R6-U5	130755		1.604e+12
R6-U8	131132		2.92766e+14
R6-V4	153573		3.01019e+13
R6-V5	154170		1.14579e+12
R6-V8	154460		2.19148e+14
R6-W4	171913		2.21137e+13
R6-W5	172382		8.4403e+11
R6-W8	172610		1.68032e+14
R6-X4	186449		1.67844e+13
R6-X5	186825		6.37775e+11
R6-X8	187007		1.31758e+14
R6-Y4	198165		1.30894e+13
R6-Y5	198470		4.94403e+11
R6-Y8	198619		1.05328e+14
R6-Z4	207746		1.04371e+13
R6-Z5	207997		3.92275e+11
R6-Z8	208119		8.559e+13
R6-[4	215680		8.47553e+12
R6-[5	215890		3.17489e+11
R6-[8	215991		7.05331e+13
R6-\4	222325		6.98839e+12
R6-\5	222501		2.61272e+11
R6-\8	222587		5.88373e+13
R6-]4	227945		5.83722e+12
R6-]5	228094		2.18029e+11
R6-]8	228167		4.96085e+13
R6-^4	232740		-nan
R6-^5	232868		1.84106e+11
R6-^8	232931		4.22255e+13
R7-R9	580.451		2.37777e+09
R7-S5	57306.6		8.95384e+13
R7-S8	57994.7		2.08031e+13
R7-S9	58402.4		5.70707e+14
R7-T5	98969.8		5.46531e+13
R7-T8	99471.3		1.48992e+13
R7-T9	99768.5		4.15246e+14
R7-U5	129775		3.61514e+13
R7-U8	130152		1.07896e+13
R7-U9	130375		3.0167e+14
R7-V5	153190		2.53891e+13
R7-V8	153480		7.97653e+12
R7-V9	153652		2.25644e+14
R7-W5	171402		1.86203e+13
R7-W8	171630		6.0859e+12
R7-W9	171765		1.72764e+14
R7-X5	185844		1.41453e+13
R7-X8	186027		4.76599e+12
R7-X9	186135		1.35244e+14
R7-Y5	197490		1.10473e+13
R7-Y8	197638		3.80736e+12
R7-Y9	197726		1.0797e+14
R7-Z5	207017		8.81876e+12
R7-Z8	207139		3.09081e+12
R7-Z9	207212		8.76544e+13
R7-[5	214909		7.16599e+12
R7-[8	215011		2.5437e+12
R7-[9	215072		7.21909e+13
R7-\5	221521		5.91e+12
R7-\8	221607		2.11872e+12
R7-\9	221658		6.01974e+13
R7-]5	227114		4.93622e+12
R7-]8	227187		1.78368e+12
R7-]9	227230		5.07432e+13
R7-^4	231760		-nan
R7-^5	231888		4.1684e+12
R7-^8	231951		1.51602e+12
R7-^9	231988		4.31846e+13
R8-R10	580.451		1.93475e+09
R8-S6	57306.6		5.66674e+13
R8-S7	57994.7		1.37442e+12
R8-S10	58402.4		7.42899e+14
R8-T6	98969.8		3.17844e+13
R8-T7	99471.3		7.74749e+11
R8-T10	99768.5		5.0148e+14
R8-U6	129775		1.98374e+13
R8-U7	130152		4.77145e+11
R8-U10	130375		3.45922e+14
R8-V6	153190		1.34621e+13
R8-V7	153480		3.28787e+11
R8-V10	153652		2.48542e+14
R8-W6	171402		9.60686e+12
R8-W7	171630		2.34976e+11
R8-W10	171765		1.84859e+14
R8-X6	185844		7.13353e+12
R8-X7	186027		1.73197e+11
R8-X10	186135		1.4159e+14
R8-Y6	197490		5.46932e+12
R8-Y7	197638		1.31696e+11
R8-Y10	197726		1.11099e+14
R8-Z6	207017		4.30246e+12
R8-Z7	207139		1.02971e+11
R8-Z10	207212		8.8929e+13
R8-[6	214909		3.4557e+12
R8-[7	215011		8.24114e+10
R8-[10	215072		7.23848e+13
R8-\6	221521		2.82363e+12
R8-\7	221607		6.72294e+10
R8-\10	221658		5.9766e+13
R8-]6	227114		2.34066e+12
R8-]7	227187		5.57126e+10
R8-]10	227230		4.99602e+13
R8-^6	231888		1.96435e+12
R8-^7	231951		4.67771e+10
R8-^10	231988		4.22166e+13
R9-R11	384.287		5.74626e+08
R9-S7	57414.3		5.19756e+13
R9-S10	57822		1.7003e+13
R9-S11	58092		7.59573e+14
R9-T7	98890.8		2.91603e+13
R9-T10	99188		1.12855e+13
R9-T11	99384.9		5.10447e+14
R9-U7	129571		1.82434e+13
R9-U10	129794		7.73888e+12
R9-U11	129942		3.51169e+14
R9-V7	152900		1.23142e+13
R9-V10	153071		5.50369e+12
R9-V11	153185		2.52265e+14
R9-W7	171049		8.77409e+12
R9-W10	171184		4.08068e+12
R9-W11	171274		1.87438e+14
R9-X7	185446		6.5219e+12
R9-X10	185555		3.1241e+12
R9-X11	185626		1.43403e+14
R9-Y7	197058		5.00766e+12
R9-Y10	197146		2.45013e+12
R9-Y11	197204		1.12429e+14
R9-Z7	206559		3.94328e+12
R9-Z10	206631		1.95915e+12
R9-Z11	206679		8.9949e+13
R9-[7	214431		3.16864e+12
R9-[10	214491		1.59237e+12
R9-[11	214531		7.31956e+13
R9-\7	221026		2.58912e+12
R9-\10	221077		1.3127e+12
R9-\11	221111		6.04272e+13
R9-]7	226607		2.14572e+12
R9-]10	226650		1.09562e+12
R9-]11	226679		5.05093e+13
R9-^7	231370		1.80002e+12
R9-^10	231407		9.24473e+11
R9-^11	231432		4.26784e+13
R10-R12	384.287		4.12921e+08
R10-S8	57414.3		2.96151e+13
R10-S9	57822		4.91949e+11
R10-S12	58092		9.79194e+14
R10-T8	98890.8		1.4878e+13
R10-T9	99188		2.47599e+11
R10-T12	99384.9		5.73217e+14
R10-U8	129571		8.64007e+12
R10-U9	129794		1.417e+11
R10-U12	129942		3.6013e+14
R10-V8	152900		5.56981e+12
R10-V9	153071		9.30758e+10
R10-V12	153185		2.42295e+14
R10-W8	171049		3.8276e+12
R10-W9	171184		6.39277e+10
R10-W12	171274		1.7175e+14
R10-X8	185446		2.76252e+12
R10-X9	185555		4.56519e+10
R10-X12	185626		1.26822e+14
R10-Y8	197058		2.07189e+12
R10-Y9	197146		3.38903e+10
R10-Y12	197204		9.66995e+13
R10-Z8	206559		1.60153e+12
R10-Z9	206631		2.60262e+10
R10-Z12	206679		7.56499e+13
R10-[8	214431		1.26814e+12
R10-[9	214491		2.05468e+10
R10-[12	214531		6.04401e+13
R10-\8	221026		1.02406e+12
R10-\9	221077		1.65834e+10
R10-\12	221111		4.91435e+13
R10-]8	226607		8.40573e+11
R10-]9	226650		1.36249e+10
R10-]12	226679		4.05579e+13
R10-^8	231370		6.99569e+11
R10-^9	231407		1.13588e+10
R10-^12	231432		3.39037e+13
R11-R13	273.331		1.5095e+08
R11-S9	57437.7		2.81296e+13
R11-S12	57707.7		1.50379e+13
R11-S13	57899.8		9.92182e+14
R11-T9	98803.7		1.41194e+13
R11-T12	99000.6		8.68689e+12
R11-T13	99140.7		5.79213e+14
R11-U9	129410		8.21306e+12
R11-U12	129558		5.42743e+12
R11-U13	129663		3.63312e+14
R11-V9	152687		5.26661e+12
R11-V12	152801		3.62115e+12
R11-V13	152882		2.44401e+14
R11-W9	170800		3.61573e+12
R11-W12	170890		2.56158e+12
R11-W13	170954		1.73105e+14
R11-X9	185170		2.61326e+12
R11-X12	185242		1.89064e+12
R11-X13	185293		1.27723e+14
R11-Y9	196762		1.96284e+12
R11-Y12	196820		1.44025e+12
R11-Y13	196861		9.73398e+13
R11-Z9	206247		1.51849e+12
R11-Z12	206295		1.12503e+12
R11-Z13	206329		7.61324e+13
R11-[9	214107		1.2026e+12
R11-[12	214147		8.97261e+11
R11-[13	214176		6.08193e+13
R11-\9	220693		9.70883e+11
R11-\12	220727		7.28285e+11
R11-\13	220751		4.945e+13
R11-]9	226266		7.96522e+11
R11-]12	226294		6.00092e+11
R11-]13	226315		4.081e+13
R11-^9	231023		6.625e+11
R11-^12	231048		5.00933e+11
R11-^13	231065		3.41131e+13
R12-R14	273.331		8.0913e+07
R12-S10	57437.7		1.33946e+13
R12-S11	57707.7		1.60749e+11
R12-S14	57899.8		1.26986e+15
R12-T10	98803.7		5.80087e+12
R12-T11	99000.6		6.96126e+10
R12-T14	99140.7		5.75066e+14
R12-U10	129410		3.06178e+12
R12-U11	129558		3.62525e+10
R12-U14	129663		3.09457e+14
R12-V10	152687		1.84489e+12
R12-V11	152801		2.22833e+10
R12-V14	152882		1.877e+14
R12-W10	170800		1.20714e+12
R12-W11	170890		1.45171e+10
R12-W14	170954		1.23598e+14
R12-X10	185170		8.39814e+11
R12-X11	185242		9.964e+09
R12-X14	185293		8.63917e+13
R12-Y10	196762		6.12202e+11
R12-Y11	196820		7.18645e+09
R12-Y14	196861		6.31464e+13
R12-Z10	206247		4.62633e+11
R12-Z11	206295		5.40243e+09
R12-Z14	206329		4.77804e+13
R12-[10	214107		3.5965e+11
R12-[11	214147		4.19585e+09
R12-[14	214176		3.71631e+13
R12-\10	220693		2.86046e+11
R12-\11	220727		3.34257e+09
R12-\14	220751		2.95612e+13
R12-]10	226266		2.31824e+11
R12-]11	226294		2.71684e+09
R12-]14	226315		2.39569e+13
R12-^10	231023		1.90869e+11
R12-^11	231048		2.24454e+09
R12-^14	231065		1.97228e+13
R13-R15	204.422		3.42381e+07
R13-S11	57434.4		1.29446e+13
R13-S14	57626.4		1.40211e+13
R13-S15	57770.1		1.2808e+15
R13-T11	98727.3		5.59973e+12
R13-T14	98867.3		6.27784e+12
R13-T15	98972.1		5.78933e+14
R13-U11	129285		2.95795e+12
R13-U14	129390		3.35877e+12
R13-U15	129469		3.11221e+14
R13-V11	152528		1.77407e+12
R13-V14	152609		2.02406e+12
R13-V15	152670		1.88723e+14
R13-W11	170616		1.16069e+12
R13-W14	170680		1.33056e+12
R13-W15	170728		1.24197e+14
R13-X11	184969		8.08799e+11
R13-X14	185020		9.28959e+11
R13-X15	185058		8.67692e+13
R13-Y11	196547		5.90275e+11
R13-Y14	196588		6.77849e+11
R13-Y15	196619		6.34063e+13
R13-Z11	206022		4.46195e+11
R13-Z14	206056		5.11878e+11
R13-Z15	206081		4.79717e+13
R13-[11	213874		3.46753e+11
R13-[14	213902		3.97364e+11
R13-[15	213924		3.73102e+13
R13-\11	220453		2.756e+11
R13-\14	220477		3.15544e+11
R13-\15	220495		2.96775e+13
R13-]11	226021		2.23177e+11
R13-]14	226041		2.55358e+11
R13-]15	226057		2.40503e+13
R13-^11	230774		1.836e+11
R13-^14	230792		2.09981e+11
R13-^15	230805		1.97986e+13
R14-S12	57434.4		4.12569e+12
R14-S13	57626.4		3.73272e+10
R14-S16	57770.1		1.63012e+15
R14-T12	98727.3		1.45029e+12
R14-T13	98867.3		1.31009e+10
R14-T16	98972.1		4.29534e+14
R14-U12	129285		6.71528e+11
R14-U13	129390		6.00746e+09
R14-U16	129469		1.76467e+14
R14-V12	152528		3.69483e+11
R14-V13	152609		3.35892e+09
R14-V16	152670		9.06985e+13
R14-W12	170616		2.26572e+11
R14-W13	170680		2.04118e+09
R14-W16	170728		5.3386e+13
R14-X12	184969		1.50213e+11
R14-X13	185020		1.33494e+09
R14-X16	185058		3.44146e+13
R14-Y12	196547		1.05504e+11
R14-Y13	196588		9.30519e+08
R14-Y16	196619		2.36683e+13
R14-Z12	206022		7.74052e+10
R14-Z13	206056		6.81782e+08
R14-Z16	206081		1.70821e+13
R14-[12	213874		5.87471e+10
R14-[13	213902		5.18694e+08
R14-[16	213924		1.27966e+13
R14-\12	220453		4.58082e+10
R14-\13	220477		4.06096e+08
R14-\16	220495		9.87417e+12
R14-]12	226021		3.65161e+10
R14-]13	226041		3.25183e+08
R14-]16	226057		7.80445e+12
R14-^12	230774		2.96484e+10
R14-^13	230792		2.65201e+08
R14-^16	230805		6.29244e+12
R15-S13	57422		4.02617e+12
R15-S16	57565.7		1.35769e+13
R15-S17	57677.2		1.63987e+15
R15-T13	98662.9		1.4137e+12
R15-T16	98767.7		3.54074e+12
R15-T17	98849		4.31522e+14
R15-U13	129186		6.54611e+11
R15-U16	129264		1.44607e+12
R15-U17	129325		1.77159e+14
R15-V13	152404		3.58892e+11
R15-V16	152465		7.39261e+11
R15-V17	152512		9.10289e+13
R15-W13	170476		2.20175e+11
R15-W16	170523		4.34304e+11
R15-W17	170561		5.3556e+13
R15-X13	184815		1.46164e+11
R15-X16	184853		2.79451e+11
R15-X17	184883		3.45141e+13
R15-Y13	196384		1.02716e+11
R15-Y16	196415		1.9177e+11
R15-Y17	196439		2.37338e+13
R15-Z13	205851		7.53395e+10
R15-Z16	205877		1.3811e+11
R15-Z17	205897		1.71285e+13
R15-[13	213698		5.7137e+10
R15-[16	213719		1.03271e+11
R15-[17	213736		1.2831e+13
R15-\13	220273		4.45123e+10
R15-\16	220291		7.95672e+10
R15-\17	220305		9.90037e+12
R15-]13	225837		3.54513e+10
R15-]16	225852		6.28155e+10
R15-]17	225864		7.82478e+12
R15-^13	230587		2.87609e+10
R15-^16	230600		5.05988e+10
R15-^17	230611		6.30836e+12
S1-S3	4904.4		2.15397e+12
S1-T2	43390.1		1.14138e+14
S1-T3	46953.5		5.77381e+13
S1-U2	75346.8		8.67864e+13
S1-U3	78016.6		4.98796e+13
S1-V2	99558.9		6.61539e+13
S1-V3	101610		3.97949e+13
S1-W2	118340		5.12634e+13
S1-W3	119950		3.20043e+13
S1-X2	133199		4.04802e+13
S1-X3	134486		2.5827e+13
S1-Y2	145158		3.25943e+13
S1-Y3	146202		2.10425e+13
S1-Z2	154924		2.66759e+13
S1-Z3	155783		1.73512e+13
S1-[2	163002		2.21235e+13
S1-[3	163717		1.44755e+13
S1-\2	169760		1.85537e+13
S1-\3	170362		1.2204e+13
S1-]2	175470		-nan
S1-]3	175982		1.03852e+13
S1-^2	180339		-nan
S1-^3	180777		-nan
S2-S4	4904.4		2.11122e+12
S2-T1	43390.1		6.3808e+13
S2-T4	46953.5		8.36812e+13
S2-U1	75346.8		4.56152e+13
S2-U4	78016.6		7.3902e+13
S2-V1	99558.9		3.31498e+13
S2-V4	101610		6.00428e+13
S2-W1	118340		2.52458e+13
S2-W4	119950		4.84726e+13
S2-X1	133199		1.95911e+13
S2-X4	134486		3.92998e+13
S2-Y1	145158		1.54901e+13
S2-Y4	146202		3.22068e+13
S2-Z1	154924		1.24788e+13
S2-Z4	155783		2.66981e+13
S2-[1	163002		1.02224e+13
S2-[4	163717		2.23646e+13
S2-\1	169760		8.49427e+12
S2-\4	170362		1.89103e+13
S2-]1	175470		-nan
S2-]4	175982		1.61245e+13
S2-^1	180339		-nan
S2-^4	180777		-nan
S3-S5	1419.28		6.28178e+10
S3-T1	38485.7		2.05114e+14
S3-T4	42049.1		2.81119e+13
S3-T5	43082.5		1.46659e+14
S3-U1	70442.4		1.36869e+14
S3-U4	73112.2		2.16853e+13
S3-U5	73887.8		1.1759e+14
S3-V1	94654.5		9.80367e+13
S3-V4	96705.9		1.67004e+13
S3-V5	97302.8		9.14417e+13
S3-W1	113435		7.33104e+13
S3-W4	115045		1.29698e+13
S3-W5	115514		7.23466e+13
S3-X1	128295		5.64673e+13
S3-X4	129582		1.02802e+13
S3-X5	129957		5.78126e+13
S3-Y1	140253		4.46255e+13
S3-Y4	141298		8.31319e+12
S3-Y5	141603		4.68254e+13
S3-Z1	150019		3.59989e+13
S3-Z4	150879		6.82739e+12
S3-Z5	151130		3.84596e+13
S3-[1	158097		2.9518e+13
S3-[4	158813		5.67585e+12
S3-[5	159022		3.19906e+13
S3-\1	164855		2.45307e+13
S3-\4	165457		4.76734e+12
S3-\5	165634		2.69053e+13
S3-]1	170566		-nan
S3-]4	171077		4.04101e+12
S3-]5	171227		2.28482e+13
S3-^1	175434		-nan
S3-^4	175873		-nan
S3-^5	176001		1.95693e+13
S4-S6	1419.28		5.90404e+10
S4-T2	38485.7		1.58582e+14
S4-T3	42049.1		8.80628e+12
S4-T6	43082.5		1.93119e+14
S4-U2	70442.4		1.02359e+14
S4-U3	73112.2		6.0152e+12
S4-U6	73887.8		1.54912e+14
S4-V2	94654.5		7.14373e+13
S4-V3	96705.9		4.22489e+12
S4-V6	97302.8		1.20524e+14
S4-W2	113435		5.27895e+13
S4-W3	115045		3.17031e+12
S4-W6	115514		9.4746e+13
S4-X2	128295		4.01891e+13
S4-X3	129582		2.42552e+12
S4-X6	129957		7.54761e+13
S4-Y2	140253		3.14062e+13
S4-Y3	141298		1.89146e+12
S4-Y6	141603		6.10686e+13
S4-Z2	150019		2.51001e+13
S4-Z3	150879		1.50627e+12
S4-Z6	151130		5.01213e+13
S4-[2	158097		2.04347e+13
S4-[3	158813		1.22306e+12
S4-[6	159022		4.16475e+13
S4-\2	164855		1.68914e+13
S4-\3	165457		1.00969e+12
S4-\6	165634		3.49804e+13
S4-]2	170566		-nan
S4-]3	171077		8.45149e+11
S4-]6	171227		2.96614e+13
S4-^2	175434		-nan
S4-^3	175873		-nan
S4-^6	176001		2.53664e+13
S5-S7	688.143		7.23098e+09
